year,publisher,type,platform,model,method,title,doi,url,pdf,ignore,silicon,pubkey,pubname,reserved
2024,Arxiv,article,Design,"['FPGA', 'Transformer']",__no_data__,CAT: Customized Transformer Accelerator Framework on Versal ACAP,https://arxiv.org/abs/2409.09689,https://arxiv.org/abs/2409.09689,https://arxiv.org/pdf/2409.09689,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,Co-design of a TinyLLM using Programmable Logic and Software on an FPGA,https://doi.org/10.1109/MWSCAS60917.2024.10658754,https://doi.org/10.1109/MWSCAS60917.2024.10658754,False,False,True,, International Midwest Symposium on Circuits and Systems (MWSCAS),DEADBEEF
2024,IEEE,article,Accelerator,"['GEMM', 'Transformer']",__no_data__,BitShare: An Efficient Precision-Scalable Accelerator with Combining-Like-Terms GEMM,RESEARCH_GATE,https://www.researchgate.net/publication/381370829_BitShare_An_Efficient_Precision-Scalable_Accelerator_with_Combining-Like-Terms_GEMM,https://www.researchgate.net/profile/Junzhong-Shen/publication/381370829_BitShare_An_Efficient_Precision-Scalable_Accelerator_with_Combining-Like-Terms_GEMM/links/666a46cba54c5f0b94613261/BitShare-An-Efficient-Precision-Scalable-Accelerator-with-Combining-Like-Terms-GEMM.pdf,True,True,ASAP,"IEEE Conference Application-Specific Systems, Architectures, and Processors",DEADBEEF
2023,?,article,algoritm,"['LLm', 'Transformer']",__no_data__,Streaming Tensor Programs: A Programming Abstraction for Streaming Dataflow Accelerators,NO_DATA,False,https://cgyurgyik.github.io/files/pubs/step-yarch.pdf,True,True,?,?,DEADBEEF
2024,IEEE,article,algoritm,"['LLm', 'Transformer']",__no_data__,SDA: Low-Bit Stable Diffusion Acceleration on Edge FPGA,NO_DATA,https://github.com/Michaela1224/SDA_code,https://www.sfu.ca/~zhenman/files/C41-FPL2024-SDA.pdf,True,True,?,?,DEADBEEF
2024,IEEE,article,algoritm,"['LLm', 'Transformer']",__no_data__,Hardware Accelerator for MobileViT Vision Transformer with Reconfigurable Computation,https://doi.org/10.1109/ISCAS58744.2024.10558190,https://doi.org/10.1109/ISCAS58744.2024.10558190,False,True,True,ISCAS,IEEE International Symposium on Circuits and Systems,DEADBEEF
2024,IEEE,article,algoritm,"['LLm', 'Transformer']",__no_data__,In-Memory Transformer Self-Attention Mechanism Using Passive Memristor Crossbar,https://doi.org/10.1109/ISCAS58744.2024.10558182,https://doi.org/10.1109/ISCAS58744.2024.10558182,False,False,True,ISCAS,IEEE International Symposium on Circuits and Systems,DEADBEEF
2024,IEEE,article,algoritm,"['LLm', 'Transformer']",__no_data__,A 3.55 mJ/frame Energy-efficient Mixed-Transformer based Semantic Segmentation Accelerator for Mobile Devices,https://doi.org/10.1109/ISCAS58744.2024.10558649,https://doi.org/10.1109/ISCAS58744.2024.10558649,False,False,True,ISCAS,IEEE International Symposium on Circuits and Systems,DEADBEEF
2024,IEEE,article,platform,"['LLm', 'Transformer']",__no_data__,FLAG: Formula-LLM-Based Auto-Generator for Baseband Hardware,https://doi.org/10.1109/ISCAS58744.2024.10558482,https://doi.org/10.1109/ISCAS58744.2024.10558482,False,False,True,ISCAS,IEEE International Symposium on Circuits and Systems,DEADBEEF
2024,IEEE,article,platform,"['LLm', 'Transformer']",__no_data__,CV-CIM: A Hybrid Domain Xor-Derived Similarity-Aware Computation-in-Memory Supporting Cost–Volume Construction,https://doi.org/10.1109/JSSC.2024.3421589,https://doi.org/10.1109/JSSC.2024.3421589,False,False,True,ISCAS,IEEE Journal of Solid-State Circuits,DEADBEEF
2024,USENIX,article,platform,"['LLm', 'Transformer']",__no_data__,LPU: A Latency-Optimized and Highly Scalable Processor for Large Language Model Inference,https://www.usenix.org/conference/osdi24/presentation/zhuang,https://www.usenix.org/conference/osdi24/presentation/zhuang,https://www.usenix.org/system/files/osdi24-zhuang.pdf,False,True,UOSDI,USENIX Symposium on Operating Systems Design and Implementation,DEADBEEF
2024,Arxiv,article,AMS,"['Analog', 'Transformer']",__no_data__,ARTEMIS: A Mixed Analog-Stochastic In-DRAM Accelerator for Transformer Neural Networks,https://arxiv.org/abs/2407.12638,https://arxiv.org/abs/2407.12638,https://arxiv.org/pdf/2407.12638,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,platform,"['Codesign', 'Transformer']",__no_data__,CHOSEN: Compilation to Hardware Optimization Stack for Efficient Vision Transformer Inference,https://arxiv.org/abs/2407.12736,https://arxiv.org/abs/2407.12736,https://arxiv.org/pdf/2407.12736,False,True,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2024,Arxiv,article,platform,"['', 'Transformer']",__no_data__,Co-Designing Binarized Transformer and Hardware Accelerator for Efficient End-to-End Edge Deployment,https://arxiv.org/abs/2407.12070,https://arxiv.org/abs/2407.12070,https://arxiv.org/pdf/2407.12070,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLm', 'Transformer']",__no_data__,SPSA: Exploring Sparse-Packing Computation on Systolic Arrays From Scratch,https://doi.org/10.1109/TCAD.2024.3434359,https://doi.org/10.1109/TCAD.2024.3434359,False,False,True,TCAD,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems (,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLm', 'Transformer']",__no_data__,SPSA: Exploring Sparse-Packing Computation on Systolic Arrays From Scratch,https://doi.org/10.1109/TCAD.2024.3434447,https://doi.org/10.1109/TCAD.2024.3434447,False,False,True,TCAD,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems (,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLm', 'Transformer']",__no_data__,MECLA: Memory-Compute-Efficient LLM Accelerator with Scaling Sub-matrix Partition,https://doi.org/10.1109/ISCA59077.2024.00079,https://doi.org/10.1109/ISCA59077.2024.00079,False,False,True,ISCA,ACM/IEEE 51st Annual International Symposium on Computer Architecture,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLm', 'Transformer']",__no_data__,TCP: A Tensor Contraction Processor for AI Workloads Industrial Product,https://doi.org/10.1109/ISCA59077.2024.00069,https://doi.org/10.1109/ISCA59077.2024.00069,False,False,True,ISCA,ACM/IEEE 51st Annual International Symposium on Computer Architecture,DEADBEEF
2024,IEEE,article,Design,"['VIT', 'Transformer']",__no_data__,A 109-GOPs/W FPGA-based Vision Transformer Accelerator with Weight-Loop Dataflow Featuring Data Reusing and Resource Saving,https://doi.org/10.1109/TCSVT.2024.3439600,https://doi.org/10.1109/TCSVT.2024.3439600,False,False,True,,IEEE Transactions on Circuits and Systems for Video Technology ( Early Access ),DEADBEEF
2024,IEEE,article,Design,"['VIT', 'Transformer']",__no_data__,Klotski v2: Improved DNN Model Orchestration Framework for Dataflow Architecture Accelerators,https://doi.org/10.1109/TCAD.2024.3446858,https://doi.org/10.1109/TCAD.2024.3446858,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,Springer,article,Design,"['VIT', 'Transformer']",__no_data__,Quartet: A Holistic Hybrid Parallel Framework for Training Large Language Models,https://doi.org/10.1007/978--3--031--69766--1_29,https://doi.org/10.1007/978-3-031-69766-1_29,False,False,True,,European Conference on Parallel and Distributed Processing,DEADBEEF
2024,Springer,article,Design,"['VIT', 'Transformer']",__no_data__,Inference with Transformer Encoders on ARM and RISC-V Multicore Processors,https://doi.org/10.1007/978--3--031--69766--1_26,https://doi.org/10.1007/978-3-031-69766-1_26,False,False,True,,European Conference on Parallel and Distributed Processing,DEADBEEF
2024,ACM,article,Design,"['VIT', 'Transformer']",__no_data__,Mentor: A Memory-Eficient Sparse-dense Matrix Multiplication Accelerator Based on Column-Wise Product,https://dl.acm.org/doi/pdf/10.1145/3688612,https://dl.acm.org/doi/pdf/10.1145/3688612,False,False,True,,ACM Transactions on Architecture and Code Optimization,DEADBEEF
2024,IEEE,article,Design,"['VIT', 'Transformer']",__no_data__,Cost-Effective LLM Accelerator Using Processing in Memory Technology,https://doi.org/10.1109/VLSITechnologyandCir46783.2024.10631397,https://doi.org/10.1109/VLSITechnologyandCir46783.2024.10631397,False,False,True,,IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits),DEADBEEF
2024,IEEE,article,Design,"['VIT', 'Transformer']",__no_data__,"A 28nm 4.35TOPS/mm2 Transformer Accelerator with Basis-vector Based Ultra Storage Compression, Decomposed Computation and Unified LUT-Assisted Cores",https://doi.org/10.1109/VLSITechnologyandCir46783.2024.10631311,https://doi.org/10.1109/VLSITechnologyandCir46783.2024.10631311,False,False,True,,IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits),DEADBEEF
2024,ACM,article,Design,"['VIT', 'Transformer']",__no_data__,FPGA-Based Sparse Matrix Multiplication Accelerators: From State-of-the-art to Future Opportunities,https://doi.org/10.1145/3687480,https://doi.org/10.1145/3687480,https://dl.acm.org/doi/pdf/10.1145/3687480,False,True,,ACM Transactions on Reconfigurable Technology and Systems,DEADBEEF
2024,IEEE,article,platform,"['LLm', 'Transformer']",__no_data__,LPU: A Latency-Optimized and Highly Scalable Processor for Large Language Model Inference,https://doi.ieeecomputersociety.org/10.1109/MM.2024.3420728,https://doi.ieeecomputersociety.org/10.1109/MM.2024.3420728,False,False,True,ISCAS,IEEE Journal of Solid-State Circuits,DEADBEEF
2024,ACM,article,Design,"['FPGA', 'LLM']",__no_data__,Efficient Transformer Acceleration via Reconfiguration for Encoder and Decoder Models and Sparsity-Aware Algorithm Mapping,https://doi.org/10.1145/3665314.3670798,https://doi.org/10.1145/3665314.3670798,https://dl.acm.org/doi/pdf/10.1145/3665314.3670798,False,True,,ACM/IEEE International Symposium on Low Power Electronics and Design,DEADBEEF
2024,ACM,article,Design,"['DSA', 'ViT']",__no_data__,VisionAGILE: A Versatile Domain-Specific Accelerator for Computer Vision Tasks,https://doi.ieeecomputersociety.org/10.1109/TPDS.2024.3466891,https://doi.ieeecomputersociety.org/10.1109/TPDS.2024.3466891,False,False,True,,IEEE Transactions on Parallel and Distributed Systems,DEADBEEF
2024,Arxive,article,Design,"['Chiplet', 'LLM']",__no_data__,Cambricon-LLM: A Chiplet-Based Hybrid Architecture for On-Device Inference of 70B LLM,https://arxiv.org/abs/2409.15654,https://arxiv.org/abs/2409.15654,https://arxiv.org/pdf/2409.15654,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,FAMOUS: Flexible Accelerator for the Attention Mechanism of Transformer on UltraScale+ FPGAs,https://arxiv.org/abs/2409.14023,https://arxiv.org/abs/2409.14023,https://arxiv.org/pdf/2409.14023,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,Design,"['ASIC', 'LLM']",__no_data__,Hardware-oriented algorithms for softmax and layer normalization of large language models,https://doi.org/10.1007/s11432--024--4137--4,https://doi.org/10.1007/s11432-024-4137-4,https://arxiv.org/pdf/2409.14023,False,True,SciEngine,SCIENCE CHINA Information Sciences,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,Optimizing DNN Inference on Multi-Accelerator SoCs at Training-time,https://arxiv.org/abs/2409.18566,https://arxiv.org/abs/2409.18566,https://arxiv.org/pdf/2409.18566,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,Optimizing DNN Inference on Multi-Accelerator SoCs at Training-time,https://arxiv.org/abs/2409.18566,https://arxiv.org/abs/2409.18566,https://arxiv.org/pdf/2409.18566,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,IEEE,article,Design,"['GPU', 'LLM']",__no_data__,DSTC: Dual-Side Sparse Tensor Core for DNNs Acceleration on Modern GPU Architectures,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3475814,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3475814,False,False,True,,IEEE Transactions on Computers,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'ViT']",__no_data__,Power Efficient ASIC Design for Vision Transformer using Systolic Array Matrix Multiplier,https://doi.org/10.1109/VDAT63601.2024.10705728,https://doi.org/10.1109/VDAT63601.2024.10705728,False,False,True,VDAT,International Symposium on VLSI Design and Test,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,M^2-ViT: Accelerating Hybrid Vision Transformers with Two-Level Mixed Quantization,https://arxiv.org/abs/2410.09113,https://arxiv.org/abs/2410.09113,https://arxiv.org/pdf/2410.09113,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,ACM,article,Design,"['GPU', 'LLM']",__no_data__,A Cascaded ReRAM-based Crossbar Architecture for Transformer Neural Network Acceleration,https://doi.org/10.1145/3701034,https://doi.org/10.1145/3701034,https://dl.acm.org/doi/pdf/10.1145/3701034,False,True,,ACM Transactions on Design Automation of Electronic Systems,DEADBEEF
2024,IEEE,article,Design,"['GPU', 'LLM']",__no_data__,OPASCA: Outer Product Based Accelerator With Unified Architecture for Sparse Convolution and Attention,https://doi.org/10.1109/TCAD.2024.3483092,https://doi.org/10.1109/TCAD.2024.3483092,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,IEEE,article,Design,"['Algorithm', 'LLM']",__no_data__,HotaQ: Hardware Oriented Token Adaptive Quantization for Large Language Models,https://doi.org/10.1109/TCAD.2024.3487781,https://doi.org/10.1109/TCAD.2024.3487781,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,IEEE,article,Design,"['RISC-V', 'LLM']",__no_data__,Analysis Towards Deployment and Acceleration for ViT on a Lightweight RISC- V Processor,https://doi.org/10.1109/IAI63275.2024.10730301,https://doi.org/10.1109/IAI63275.2024.10730301,False,False,True,,International Conference on Industrial Artificial Intelligence (IAI)  ,DEADBEEF
2024,IEEE,article,Design,"['Algorithm', 'LLM']",__no_data__,Improving Transformer Inference Through Optimized Non-Linear Operations With Quantization-Approximation-Based Strategy,https://doi.org/10.1109/TCAD.2024.3488572,https://doi.org/10.1109/TCAD.2024.3488572,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLM']",__no_data__,HyCTor: A Hybrid CNN-Transformer Network Accelerator With Flexible Weight/Output Stationary Dataflow and Multi-Core Extension,https://doi.org/10.1109/TCAD.2024.3490173,https://doi.org/10.1109/TCAD.2024.3490173,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,Shrinking the Giant : Quasi-Weightless Transformers for Low Energy Inference,https://arxiv.org/abs/2411.01818,https://arxiv.org/abs/2411.01818,https://arxiv.org/pdf/2411.01818,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,Multilayer Dataflow based Butterfly Sparsity Orchestration to Accelerate Attention Workloads,https://arxiv.org/abs/2411.00734,https://arxiv.org/abs/2411.00734,https://arxiv.org/pdf/2411.00734,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,TATAA: Programmable Mixed-Precision Transformer Acceleration with a Transformable Arithmetic Architecture,https://arxiv.org/abs/2411.03697,https://arxiv.org/abs/2411.03697,https://arxiv.org/pdf/2411.03697,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLM']",__no_data__,Exploring Approximation and Dataflow Co-Optimization for Scalable Transformer Inference Architecture on the Edge,https://doi.org/10.1109/SOCC62300.2024.10737793,https://doi.org/10.1109/SOCC62300.2024.10737793,False,False,True,SOCC,International System-on-Chip Conference,DEADBEEF
2024,IEEE,article,Design,"['FPGA', 'ViT']",__no_data__,Vision Transformer Inference on a CNN Accelerator,https://doi.org/10.1109/ICCD63220.2024.00101,https://doi.org/10.1109/ICCD63220.2024.00101,False,False,True,ICCD,IEEE 42nd International Conference on Computer Design,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,Addressing Architectural Obstacles for Overlay with Stream Network Abstraction,https://arxiv.org/abs/2411.17966,https://arxiv.org/abs/2411.17966,https://arxiv.org/pdf/2411.17966,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,A Runtime-Adaptive Transformer Neural Network Accelerator on FPGAs,https://arxiv.org/abs/2411.18148,https://arxiv.org/abs/2411.18148,https://arxiv.org/pdf/2411.18148,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,Design,"['FPGA', 'LLM']",__no_data__,A Dataflow Compiler for Efficient LLM Inference using Custom Microscaling Formats,https://arxiv.org/abs/2307.15517,https://arxiv.org/abs/2307.15517,https://arxiv.org/pdf/2307.15517,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,Design,"['DSA', 'LLM']",__no_data__,MR-Transformer: FPGA Accelerated Deep Learning Attention Model for Modulation Recognition,https://doi.org/10.1109/TWC.2024.3506743,https://doi.org/10.1109/TWC.2024.3506743,False,False,True,SOCC,IEEE Transactions on Wireless Communications,DEADBEEF
2024,ACM,article,Design,"['PIM', 'LLM']",__no_data__,ISOAcc: In-situ Shift Operation-based Accelerator For Efficient in-SRAM Multiplication,https://doi.org/10.1145/3707205,https://doi.org/10.1145/3707205,False,False,True,,ACM Transactions on Design Automation of Electronic Systems,DEADBEEF
2024,ACM,article,Design,"['PIM', 'LLM']",__no_data__,VGA: Hardware Accelerator for Scalable Long Sequence Model Inference,https://doi.ieeecomputersociety.org/10.1109/MICRO61859.2024.00106,https://doi.ieeecomputersociety.org/10.1109/MICRO61859.2024.00106,False,False,True,MICRO,IEEE/ACM International Symposium on Microarchitecture,DEADBEEF
2024,ACM,article,Design,"['FPGA', 'ViT']",__no_data__,Hardware Accelerated Vision Transformer via Heterogeneous Architecture Design and Adaptive Dataflow Mapping,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3517751,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3517751,False,False,True,TC,IEEE Transactions on Computers,DEADBEEF
2024,Arxiv,article,Design,"['PIM', 'GPT']",__no_data__,IMTP: Search-based Code Generation for In-memory Tensor Programs,https://arxiv.org/abs/2412.19630,https://arxiv.org/abs/2412.19630,https://arxiv.org/pdf/2412.19630,False,True,HA,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,Design,"['GPGPU', 'LLM']",__no_data__,Debunking the CUDA Myth Towards GPU-based AI Systems,https://arxiv.org/abs/2501.00210,https://arxiv.org/abs/2501.00210,https://arxiv.org/pdf/2501.00210,False,True,HA,"Computer Science > Distributed, Parallel, and Cluster Computing",DEADBEEF
2025,Arxiv,article,Design,"['CPU', 'LLM']",__no_data__,MixGCN: Scalable GCN Training by Mixture of Parallelism and Mixture of Accelerators,https://arxiv.org/abs/2501.01951,https://arxiv.org/abs/2501.01951,https://arxiv.org/pdf/2501.01951,False,True,,Computer Science > Machine Learning,DEADBEEF
2025,Arxiv,article,Design,"['FPGA', 'LLM']",__no_data__,Ultra Memory-Efficient On-FPGA Training of Transformers via Tensor-Compressed Optimization,https://arxiv.org/abs/2501.06663,https://arxiv.org/abs/2501.06663,https://arxiv.org/pdf/2501.06663,False,True,,Computer Science > Machine Learning,DEADBEEF
2025,Arxiv,article,Design,"['FPGA', 'LLM']",__no_data__,An Efficient Sparse Hardware Accelerator for Spike-Driven Transformer,https://arxiv.org/abs/2501.07825,https://arxiv.org/abs/2501.07825,https://arxiv.org/pdf/2501.07825,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,MPTorch-FPGA: a Custom Mixed-Precision Framework for FPGA-based DNN Training,https://hal.science/hal--04882989v2,https://hal.science/hal-04882989v2,https://hal.science/hal-04882989v2,False,True,DATE,"EEE/ACM Design, Automation and Test in Europe",DEADBEEF
2025,Arxiv,article,Design,"['FPGA', 'LLM']",__no_data__,Atleus: Accelerating Transformers on the Edge Enabled by 3D Heterogeneous Manycore Architectures,https://arxiv.org/abs/2501.09588,https://arxiv.org/abs/2501.09588,https://arxiv.org/pdf/2501.09588,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Arxiv,article,Design,"['FPGA', 'LLM']",__no_data__,Stream-HLS: Towards Automatic Dataflow Acceleration,https://arxiv.org/abs/2501.09118,https://arxiv.org/abs/2501.09118,https://arxiv.org/pdf/2501.09118,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,An Efficient Window-Based Vision Transformer Accelerator via Mixed-Granularity Sparsity,https://doi.org/10.1109/TCSI.2025.3527541,https://doi.org/10.1109/TCSI.2025.3527541,False,False,True,,IEEE Transactions on Circuits and Systems I: Regular Papers,DEADBEEF
2025,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,Hardware Accelerator for Bidirectional Encoder Representations from Transformers (BERT),https://doi.org/10.1109/ICM63406.2024.10815822,https://doi.org/10.1109/ICM63406.2024.10815822,False,False,True,,IEEE International Conference on Microelectronics (ICM),DEADBEEF
2025,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,Fine-Grained Structured Sparse Computing for FPGA-Based AI Inference,https://doi.org/10.1109/TCAD.2024.3524356,https://doi.org/10.1109/TCAD.2024.3524356,False,False,True,,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2024,IEEE,article,Design,"['FPGA', 'LLM']",__no_data__,A Fully-Integrated Energy-Scalable Transformer Accelerator for Language Understanding on Edge Devices,https://doi.org/10.1109/OJSSCS.2024.3524359,https://doi.org/10.1109/OJSSCS.2024.3524359,False,False,True,,IEEE Open Journal of the Solid-State Circuits Society,DEADBEEF
2024,RoyalSociety,article,Design,"['FPGA', 'LLM']",__no_data__,AxLaM: energy-efficient accelerator design for language models for edge computing,https://doi.org/10.1098/rsta.2023.0395,https://doi.org/10.1098/rsta.2023.0395,https://doi.org/10.1098/rsta.2023.0395,False,True,,Emerging technologies for future secure computing platforms,DEADBEEF
2025,HAL,article,Design,"['FPGA', 'LLM']",__no_data__,An ultra-low-power CGRA for accelerating Transformers at the edge,https://hal.science/hal--04914400v1,https://hal.science/hal-04914400v1,https://hal.science/hal-04914400v1,False,True,DATE,HAL open science,DEADBEEF
2025,Arxiv,article,Design,"['DLA', 'LLM']",__no_data__,A Tensor-Train Decomposition based Compression of LLMs on Group Vector Systolic Accelerator,https://arxiv.org/abs/2501.19135,https://arxiv.org/abs/2501.19135,https://arxiv.org/pdf/2501.19135,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Arxiv,article,Design,"['PIM', 'LLM']",__no_data__,Towards Efficient LUT-based PIM: A Scalable and Low-Power Approach for Modern Workloads,https://arxiv.org/abs/2502.02142,https://arxiv.org/abs/2502.02142,https://arxiv.org/pdf/2502.02142,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Arxiv,article,Design,"['DLA', 'LLM']",__no_data__,Systolic Sparse Tensor Slices: FPGA Building Blocks for Sparse and Dense AI Acceleration,https://arxiv.org/abs/2502.03763,https://arxiv.org/abs/2502.03763,https://arxiv.org/pdf/2502.03763,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Arxiv,article,Design,"['Optoc', 'LLM']",__no_data__,Hybrid Photonic-digital Accelerator for Attention Mechanism,https://arxiv.org/abs/2501.11286,https://arxiv.org/abs/2501.11286,https://arxiv.org/pdf/2501.11286,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Arxiv,article,Design,"['SoC', 'LLM']",__no_data__,HeteroLLM: Accelerating Large Language Model Inference on Mobile SoCs platform with Heterogeneous AI Accelerators,https://arxiv.org/abs/2501.14794,https://arxiv.org/abs/2501.14794,https://arxiv.org/pdf/2501.14794,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2025,Elsevier,article,Design,"['SoC', 'ViT']",__no_data__,DRViT: A dynamic redundancy-aware vision transformer accelerator via algorithm and architecture co-design on FPGA,https://doi.org/10.1016/j.jpdc.2025.105042,https://doi.org/10.1016/j.jpdc.2025.105042,False,False,True,,Journal of Parallel and Distributed Computing,DEADBEEF
